CSID,CaseMasterID,csdate,cstype,PolicePersonID
10855,10855,2023-04-20,A,180
10856,10856,2024-03-21,A,141
10858,10858,2023-04-20,A,378
10861,10861,2025-04-17,A,294
10865,10865,2024-01-04,A,192
10866,10866,2024-04-02,A,200
10867,10867,2025-07-28,A,119
10875,10875,2025-12-29,A,278
10878,10878,2025-08-06,A,63
10882,10882,2025-12-23,A,65
10884,10884,2024-02-15,A,139
10889,10889,2024-06-16,A,355
10892,10892,2023-12-15,A,39
10895,10895,2023-02-28,A,26
10900,10900,2024-03-08,A,218
10906,10906,2023-04-13,A,339
10907,10907,2024-04-10,A,237
10910,10910,2024-04-07,A,196
10912,10912,2025-04-04,A,274
10913,10913,2025-06-09,A,6
10923,10923,2023-07-18,A,333
10926,10926,2023-04-26,A,313
10935,10935,2025-08-14,A,379
10936,10936,2025-07-27,A,221
10937,10937,2024-01-30,A,217
10941,10941,2024-04-28,A,94
10944,10944,2023-04-14,A,235
10948,10948,2024-08-16,A,220
10954,10954,2024-02-10,A,282
10959,10959,2025-03-01,A,107
10961,10961,2023-08-01,A,266
10966,10966,2025-04-16,A,310
10970,10970,2024-03-31,A,393
10972,10972,2024-05-09,A,150
10974,10974,2025-07-28,A,309
10976,10976,2025-08-19,A,10
10978,10978,2025-07-08,A,126
10979,10979,2024-12-07,A,103
10981,10981,2025-09-23,A,290
10984,10984,2025-02-28,A,309
10990,10990,2024-08-20,A,129
10992,10992,2023-07-01,A,83
10999,10999,2025-10-23,A,249
11000,11000,2023-10-08,A,336
11001,11001,2025-02-22,A,352
11005,11005,2025-07-10,A,298
11011,11011,2025-04-19,A,217
11020,11020,2023-11-28,A,302
11022,11022,2023-08-26,A,73
11023,11023,2024-03-28,A,45
11025,11025,2024-11-16,A,177
11029,11029,2023-12-17,A,324
11034,11034,2023-11-09,A,107
11036,11036,2023-11-09,A,364
11043,11043,2023-07-27,A,151
11045,11045,2025-03-04,A,309
11062,11062,2024-08-07,A,286
11063,11063,2025-11-05,A,241
11064,11064,2026-01-18,A,205
11065,11065,2024-04-23,A,36
11066,11066,2024-02-15,A,145
11067,11067,2024-04-27,A,13
11068,11068,2024-05-08,A,6
11070,11070,2023-05-29,A,339
11071,11071,2025-10-27,A,105
11073,11073,2024-07-29,A,98
11075,11075,2024-09-05,A,15
11077,11077,2024-10-15,A,332
11095,11095,2025-03-19,A,134
11096,11096,2023-10-25,A,400
11098,11098,2023-06-24,A,13
11100,11100,2024-12-16,A,331
11101,11101,2025-08-19,A,65
11109,11109,2025-09-30,A,70
11111,11111,2023-11-13,A,259
11112,11112,2023-08-25,A,396
11119,11119,2025-09-11,A,217
11122,11122,2024-10-01,A,144
11123,11123,2023-04-02,A,81
11125,11125,2023-09-27,A,52
11126,11126,2024-10-28,A,397
11143,11143,2023-10-05,A,240
11148,11148,2023-03-19,A,85
11156,11156,2025-11-15,A,41
11160,11160,2024-11-13,A,39
11165,11165,2025-09-22,A,125
11168,11168,2025-11-09,A,124
11180,11180,2024-09-18,A,126
11182,11182,2023-07-09,A,164
11186,11186,2024-08-08,A,377
11187,11187,2024-06-23,A,52
11188,11188,2024-05-24,A,65
11191,11191,2024-01-11,A,119
11194,11194,2024-03-28,A,333
11201,11201,2023-12-14,A,178
11202,11202,2024-08-16,A,309
11203,11203,2025-01-02,A,85
11206,11206,2024-11-30,A,52
11208,11208,2024-01-31,A,182
11211,11211,2024-09-30,A,165
11214,11214,2025-08-25,A,274
11216,11216,2024-05-31,A,271
11221,11221,2023-07-28,A,63
11225,11225,2026-02-18,A,125
11233,11233,2025-01-21,A,98
11235,11235,2024-09-04,A,19
11240,11240,2023-11-18,A,45
11246,11246,2024-06-16,A,157
11247,11247,2023-10-19,A,92
11252,11252,2024-05-06,A,95
11254,11254,2023-03-12,A,139
11264,11264,2025-05-01,A,160
11268,11268,2024-02-11,A,349
11269,11269,2026-02-04,A,98
11272,11272,2023-02-25,A,285
11275,11275,2023-06-12,A,35
11276,11276,2023-03-12,A,10
11278,11278,2024-05-02,A,98
11279,11279,2024-03-10,A,192
11280,11280,2023-09-18,A,75
11282,11282,2026-01-15,A,369
11284,11284,2025-06-13,A,226
11287,11287,2025-02-05,A,197
11288,11288,2024-04-27,A,232
11293,11293,2025-12-19,A,265
11301,11301,2024-12-14,A,190
11302,11302,2023-04-21,A,315
11305,11305,2024-08-01,A,281
11306,11306,2024-09-20,A,380
11308,11308,2025-06-16,A,384
11311,11311,2024-04-09,A,303
11312,11312,2025-07-27,A,330
11314,11314,2025-07-11,A,313
11321,11321,2024-07-16,A,311
11325,11325,2026-01-10,A,128
11326,11326,2025-11-30,A,265
11327,11327,2024-01-07,A,246
11342,11342,2025-03-05,A,171
11345,11345,2024-05-18,A,105
11346,11346,2024-03-21,A,65
11347,11347,2025-05-08,A,256
11350,11350,2025-01-06,A,354
11351,11351,2023-05-27,A,305
11355,11355,2023-10-26,A,183
11359,11359,2024-11-06,A,35
11360,11360,2024-06-17,A,27
11361,11361,2023-07-27,A,176
11362,11362,2023-10-01,A,307
11372,11372,2025-04-14,A,114
11374,11374,2023-10-24,A,6
11379,11379,2025-01-31,A,87
11380,11380,2023-06-25,A,371
11383,11383,2024-07-05,A,298
11391,11391,2025-08-02,A,215
11395,11395,2025-09-23,A,397
11399,11399,2025-06-19,A,352
11407,11407,2025-10-21,A,216
11414,11414,2025-05-12,A,27
11415,11415,2025-04-06,A,220
11419,11419,2023-12-30,A,126
11420,11420,2024-05-11,A,350
11424,11424,2025-10-16,A,342
11429,11429,2025-02-27,A,56
11433,11433,2025-04-09,A,258
11436,11436,2024-03-12,A,305
11439,11439,2025-03-15,A,304
11440,11440,2024-09-17,A,361
11451,11451,2023-02-18,A,172
11454,11454,2024-08-28,A,226
11455,11455,2024-11-27,A,216
11456,11456,2024-02-15,A,65
11460,11460,2024-06-29,A,39
11467,11467,2026-01-15,A,64
11469,11469,2024-01-02,A,249
11472,11472,2023-12-21,A,152
11473,11473,2026-02-06,A,319
11474,11474,2024-03-18,A,297
11478,11478,2024-08-31,A,98
11479,11479,2023-11-14,A,375
11482,11482,2023-05-14,A,357
11484,11484,2025-11-29,A,369
11492,11492,2024-03-12,A,278
11493,11493,2024-01-02,A,373
11494,11494,2024-10-31,A,319
11500,11500,2026-03-02,A,206
11503,11503,2025-03-06,A,6
11504,11504,2024-06-23,A,195
11507,11507,2026-01-03,A,64
11509,11509,2025-08-09,A,242
11513,11513,2025-01-27,A,268
11516,11516,2023-07-10,A,265
11517,11517,2024-07-27,A,165
11521,11521,2024-09-29,A,31
11527,11527,2023-04-30,A,39
11530,11530,2023-05-17,A,227
11533,11533,2024-07-16,A,124
11535,11535,2024-10-16,A,386
11537,11537,2024-10-03,A,263
11540,11540,2023-11-13,A,52
11541,11541,2024-12-23,A,302
11553,11553,2023-07-31,A,165
11556,11556,2023-05-30,A,50
11559,11559,2025-01-16,A,10
11562,11562,2025-01-31,A,122
11564,11564,2024-04-29,A,309
11571,11571,2023-09-03,A,48
11573,11573,2023-12-17,A,289
11574,11574,2025-04-16,A,365
11576,11576,2025-05-12,A,42
11584,11584,2025-03-13,A,278
11585,11585,2025-11-02,A,178
11591,11591,2024-08-27,A,197
11598,11598,2024-09-03,A,242
11599,11599,2025-01-07,A,5
11600,11600,2024-06-22,A,274
11604,11604,2025-02-20,A,95
11607,11607,2024-02-28,A,226
11610,11610,2023-03-08,A,92
11611,11611,2024-02-20,A,201
11612,11612,2024-04-01,A,199
11615,11615,2024-08-05,A,114
11617,11617,2023-07-03,A,359
11619,11619,2024-03-04,A,389
11620,11620,2024-10-21,A,7
11623,11623,2025-02-12,A,300
11624,11624,2024-12-27,A,397
11625,11625,2023-09-10,A,164
11626,11626,2025-12-02,A,74
11633,11633,2025-05-02,A,327
11639,11639,2023-11-16,A,166
11643,11643,2024-07-11,A,355
11644,11644,2023-03-26,A,346
11645,11645,2024-04-08,A,327
11647,11647,2024-06-10,A,295
11653,11653,2023-12-23,A,187
11654,11654,2025-08-14,A,59
11656,11656,2023-08-21,A,338
11657,11657,2023-10-23,A,255
11665,11665,2025-01-16,A,100
11667,11667,2023-03-21,A,148
11669,11669,2023-03-20,A,255
11670,11670,2024-11-21,A,221
11672,11672,2025-08-03,A,103
11676,11676,2023-09-17,A,329
11678,11678,2023-06-09,A,226
11683,11683,2024-09-10,A,220
11690,11690,2024-01-10,A,306
11697,11697,2024-12-09,A,392
11699,11699,2025-06-07,A,31
11704,11704,2023-12-09,A,333
11705,11705,2024-10-12,A,299
11714,11714,2025-07-20,A,95
11720,11720,2023-10-05,A,7
11723,11723,2024-12-28,A,248
11727,11727,2023-05-24,A,338
11728,11728,2023-12-02,A,320
11729,11729,2023-03-21,A,80
11734,11734,2025-09-26,A,247
11737,11737,2025-11-26,A,11
11740,11740,2024-10-08,A,363
11746,11746,2025-06-22,A,371
11749,11749,2024-11-17,A,313
11750,11750,2024-09-22,A,270
11752,11752,2023-08-20,A,176
11753,11753,2024-05-09,A,131
11754,11754,2024-05-29,A,5
11755,11755,2023-08-15,A,309
11756,11756,2023-07-23,A,195
11763,11763,2024-06-16,A,152
11764,11764,2025-07-18,A,391
11768,11768,2024-03-10,A,85
11771,11771,2023-04-21,A,206
11772,11772,2025-06-21,A,268
11774,11774,2023-07-09,A,285
11775,11775,2024-09-05,A,125
11778,11778,2024-02-08,A,284
11785,11785,2025-05-23,A,396
11791,11791,2024-12-21,A,242
11795,11795,2023-08-27,A,277
11800,11800,2023-11-22,A,330
11805,11805,2024-07-01,A,128
11806,11806,2023-03-14,A,98
11808,11808,2026-03-10,A,313
11810,11810,2025-06-20,A,157
11812,11812,2025-01-28,A,264
11824,11824,2023-12-14,A,151
11825,11825,2025-11-25,A,126
11827,11827,2025-05-16,A,95
11829,11829,2023-06-01,A,152
11830,11830,2024-10-04,A,363
11832,11832,2023-08-27,A,306
11833,11833,2023-08-07,A,15
11837,11837,2024-05-13,A,293
11839,11839,2024-03-08,A,6
11840,11840,2024-01-17,A,332
11841,11841,2025-06-09,A,47
11847,11847,2025-06-25,A,376
11850,11850,2025-04-27,A,90
11851,11851,2024-07-17,A,271
11853,11853,2023-08-05,A,397
11854,11854,2024-01-07,A,215
11855,11855,2024-05-01,A,74
11856,11856,2024-09-10,A,313
11857,11857,2023-05-03,A,155
11860,11860,2023-08-26,A,215
11863,11863,2025-02-22,A,387
11864,11864,2024-12-14,A,187
11868,11868,2024-07-02,A,159
11874,11874,2023-08-12,A,270
11875,11875,2025-12-31,A,122
11877,11877,2023-10-11,A,63
11879,11879,2024-04-20,A,122
11883,11883,2023-03-29,A,265
11886,11886,2024-06-16,A,380
11889,11889,2025-05-21,A,320
11890,11890,2024-12-18,A,396
11895,11895,2025-01-03,A,373
11897,11897,2024-08-10,A,379
11898,11898,2025-10-24,A,302
11899,11899,2025-04-03,A,125
11904,11904,2025-10-17,A,187
11905,11905,2025-01-14,A,200
11911,11911,2024-03-13,A,194
11919,11919,2024-03-09,A,380
11920,11920,2025-04-21,A,117
11921,11921,2025-05-26,A,205
11941,11941,2024-01-22,A,267
11942,11942,2023-11-30,A,61
11943,11943,2025-08-25,A,253
11944,11944,2024-05-27,A,6
11945,11945,2024-12-24,A,257
11946,11946,2023-10-13,A,166
11948,11948,2024-07-23,A,101
11954,11954,2025-12-26,A,13
11956,11956,2026-01-07,A,302
11959,11959,2023-11-12,A,400
11960,11960,2025-04-25,A,91
11967,11967,2023-10-18,A,331
11969,11969,2025-12-02,A,267
11970,11970,2024-04-24,A,400
11972,11972,2023-05-05,A,188
11973,11973,2024-09-05,A,369
11974,11974,2025-10-14,A,215
11978,11978,2025-12-28,A,85
11980,11980,2025-07-14,A,251
11982,11982,2025-10-20,A,369
11983,11983,2024-04-04,A,341
11984,11984,2024-04-07,A,315
11987,11987,2023-12-24,A,114
11989,11989,2025-08-02,A,106
11990,11990,2025-10-05,A,384
11991,11991,2023-07-21,A,18
11993,11993,2024-12-28,A,212
11995,11995,2023-03-21,A,257
12003,12003,2025-01-02,A,396
12005,12005,2023-12-19,A,342
12010,12010,2025-07-04,A,356
12021,12021,2026-01-05,A,10
12023,12023,2023-12-01,A,92
12024,12024,2025-01-10,A,160
12027,12027,2024-08-01,A,294
12028,12028,2025-05-15,A,241
12029,12029,2025-12-17,A,20
12030,12030,2024-12-06,A,129
12035,12035,2024-06-07,A,376
12038,12038,2023-11-12,A,343
12039,12039,2025-04-28,A,28
12041,12041,2024-08-28,A,10
12044,12044,2023-10-21,A,256
12049,12049,2024-10-02,A,397
12050,12050,2024-04-23,A,146
12051,12051,2025-03-05,A,372
12066,12066,2024-02-24,A,118
12067,12067,2025-12-24,A,227
12070,12070,2025-12-07,A,249
12073,12073,2024-06-16,A,35
12074,12074,2025-03-28,A,349
12075,12075,2024-11-12,A,179
12076,12076,2025-04-29,A,171
12080,12080,2025-04-26,A,313
12081,12081,2024-06-09,A,313
12082,12082,2024-11-07,A,176
12084,12084,2023-06-06,A,208
12085,12085,2025-07-23,A,26
12086,12086,2024-05-09,A,130
12088,12088,2024-10-17,A,141
12092,12092,2024-02-03,A,191
12093,12093,2025-02-03,A,238
12094,12094,2024-02-10,A,20
12095,12095,2024-10-17,A,240
12096,12096,2024-02-24,A,348
12098,12098,2025-08-31,A,368
12099,12099,2025-01-24,A,139
12102,12102,2024-11-10,A,239
12103,12103,2025-11-13,A,118
12104,12104,2024-02-25,A,266
12107,12107,2025-12-05,A,15
12111,12111,2023-05-03,A,389
12113,12113,2025-03-22,A,264
12114,12114,2023-06-20,A,279
12117,12117,2024-01-15,A,52
12118,12118,2025-03-24,A,33
12128,12128,2024-09-01,A,297
12129,12129,2024-04-19,A,115
12131,12131,2025-05-06,A,113
12133,12133,2024-05-01,A,377
12135,12135,2023-07-18,A,256
12136,12136,2025-08-09,A,57
12137,12137,2023-06-18,A,32
12139,12139,2025-03-15,A,309
12144,12144,2024-05-22,A,197
12145,12145,2024-02-20,A,400
12147,12147,2023-12-25,A,316
12150,12150,2025-02-18,A,18
12155,12155,2024-02-08,A,225
12156,12156,2026-02-13,A,357
12158,12158,2024-10-28,A,218
12159,12159,2024-05-22,A,266
12165,12165,2025-01-22,A,287
12175,12175,2025-12-03,A,168
12181,12181,2023-07-18,A,375
12183,12183,2025-09-30,A,288
12185,12185,2025-04-18,A,356
12187,12187,2025-02-12,A,19
12189,12189,2023-11-16,A,349
12191,12191,2024-10-06,A,68
12192,12192,2025-05-11,A,67
12194,12194,2024-10-01,A,64
12197,12197,2024-11-03,A,335
12199,12199,2025-09-29,A,10
12205,12205,2023-12-08,A,248
12212,12212,2024-06-15,A,309
12215,12215,2023-03-05,A,223
12218,12218,2023-11-15,A,282
12219,12219,2025-04-01,A,11
12222,12222,2025-12-09,A,70
12223,12223,2024-06-14,A,269
12225,12225,2025-10-19,A,164
12228,12228,2024-12-10,A,117
12238,12238,2026-01-16,A,98
12250,12250,2025-09-08,A,384
12254,12254,2025-10-31,A,201
12263,12263,2025-05-08,A,147
12269,12269,2024-04-21,A,135
12272,12272,2024-03-26,A,256
12273,12273,2025-05-17,A,309
12274,12274,2023-08-07,A,34
12280,12280,2023-04-19,A,294
12281,12281,2023-10-06,A,126
12296,12296,2025-04-28,A,223
12298,12298,2024-07-27,A,45
12304,12304,2023-09-26,A,103
12307,12307,2023-03-20,A,392
12316,12316,2023-03-06,A,137
12319,12319,2023-09-13,A,45
12324,12324,2026-01-13,A,180
12325,12325,2023-03-06,A,119
12326,12326,2024-02-26,A,309
12327,12327,2026-01-31,A,256
12329,12329,2024-06-23,A,132
12330,12330,2023-09-09,A,299
12331,12331,2024-07-24,A,114
12340,12340,2025-03-09,A,309
12342,12342,2023-05-17,A,212
12349,12349,2024-07-22,A,187
12350,12350,2024-05-20,A,90
12352,12352,2024-10-13,A,37
12353,12353,2024-02-03,A,376
12359,12359,2024-03-08,A,226
12365,12365,2024-07-06,A,26
12367,12367,2024-02-27,A,8
12368,12368,2025-02-27,A,31
12372,12372,2025-10-24,A,8
12376,12376,2024-09-05,A,332
12379,12379,2024-05-29,A,141
12380,12380,2023-09-09,A,204
12386,12386,2023-08-18,A,236
12387,12387,2024-05-27,A,151
12388,12388,2025-05-30,A,341
12389,12389,2024-04-23,A,81
12390,12390,2023-09-28,A,92
12395,12395,2025-02-25,A,278
12397,12397,2025-03-29,A,298
12402,12402,2025-11-05,A,302
12408,12408,2025-01-24,A,377
12409,12409,2025-06-05,A,319
12418,12418,2024-08-16,A,399
12419,12419,2025-09-29,A,236
12423,12423,2025-04-09,A,10
12426,12426,2025-07-07,A,106
12429,12429,2025-11-20,A,68
12434,12434,2024-02-10,A,377
12437,12437,2023-05-11,A,23
12438,12438,2026-01-25,A,152
12439,12439,2023-12-02,A,349
12441,12441,2023-12-03,A,246
12443,12443,2024-05-14,A,105
12444,12444,2024-11-09,A,277
12445,12445,2023-06-15,A,367
12447,12447,2024-05-30,A,364
12452,12452,2023-03-25,A,305
12456,12456,2023-12-12,A,65
12459,12459,2025-12-06,A,311
12461,12461,2024-01-02,A,15
12462,12462,2025-12-09,A,161
12465,12465,2025-06-01,A,215
12467,12467,2024-05-07,A,379
12472,12472,2023-05-08,A,329
12474,12474,2025-09-14,A,13
12475,12475,2024-06-21,A,185
12480,12480,2024-08-23,A,113
12484,12484,2023-09-17,A,380
12485,12485,2025-03-20,A,147
12489,12489,2023-08-04,A,365
12493,12493,2024-09-11,A,359
12496,12496,2024-08-01,A,66
12503,12503,2024-06-13,A,253
12507,12507,2025-04-10,A,75
12509,12509,2023-02-15,A,320
12512,12512,2025-08-03,A,117
12520,12520,2025-09-29,A,342
12526,12526,2023-12-20,A,375
12527,12527,2024-09-17,A,39
12533,12533,2025-07-26,A,343
12542,12542,2023-09-06,A,212
12545,12545,2023-09-23,A,102
12546,12546,2023-09-26,A,166
12547,12547,2024-08-29,A,396
12550,12550,2025-10-21,A,305
12551,12551,2023-04-21,A,167
12552,12552,2023-07-12,A,23
12553,12553,2023-05-12,A,189
12554,12554,2024-12-04,A,171
12556,12556,2024-02-18,A,125
12558,12558,2025-09-29,A,235
12559,12559,2025-02-13,A,33
12560,12560,2024-07-25,A,362
12561,12561,2023-08-30,A,65
12562,12562,2024-03-03,A,328
12572,12572,2023-06-19,A,304
12573,12573,2023-08-04,A,45
12575,12575,2025-11-02,A,141
12579,12579,2024-12-09,A,67
12582,12582,2025-04-18,A,133
12586,12586,2024-02-27,A,230
12589,12589,2023-07-21,A,105
12592,12592,2023-07-02,A,363
12600,12600,2025-12-17,A,327
12605,12605,2025-04-04,A,35
12606,12606,2025-11-16,A,265
12609,12609,2023-12-02,A,282
12612,12612,2025-09-13,A,49
12613,12613,2025-03-07,A,247
12616,12616,2025-10-15,A,95
12617,12617,2023-12-29,A,118
12618,12618,2025-04-15,A,215
12622,12622,2024-05-08,A,36
12626,12626,2024-03-25,A,34
12627,12627,2023-05-04,A,236
12631,12631,2025-05-28,A,36
12634,12634,2023-07-30,A,152
12637,12637,2023-09-27,A,194
12645,12645,2025-09-16,A,340
12648,12648,2023-08-15,A,11
12651,12651,2025-02-10,A,143
12654,12654,2024-02-21,A,206
12656,12656,2023-08-06,A,160
12666,12666,2024-08-27,A,208
12672,12672,2024-04-04,A,107
12673,12673,2024-03-15,A,91
12675,12675,2023-11-13,A,200
12676,12676,2025-02-26,A,136
12679,12679,2024-07-07,A,170
12681,12681,2023-07-08,A,68
12692,12692,2024-10-20,A,360
12697,12697,2023-07-25,A,19
12702,12702,2023-07-16,A,224
12705,12705,2025-02-25,A,114
12707,12707,2024-05-10,A,255
12708,12708,2025-08-27,A,297
12712,12712,2023-10-09,A,222
12721,12721,2025-01-20,A,336
12724,12724,2024-09-26,A,116
12725,12725,2023-09-12,A,114
12729,12729,2024-12-10,A,251
12732,12732,2023-12-24,A,79
12737,12737,2026-02-22,A,45
12741,12741,2023-05-18,A,169
12746,12746,2025-02-20,A,64
12747,12747,2024-08-08,A,363
12749,12749,2025-09-22,A,299
12750,12750,2025-05-17,A,95
12754,12754,2023-09-05,A,309
12756,12756,2024-10-29,A,45
12761,12761,2024-11-08,A,157
12764,12764,2024-08-22,A,13
12767,12767,2025-05-30,A,108
12772,12772,2023-05-31,A,330
12776,12776,2023-05-04,A,77
12777,12777,2023-02-25,A,220
12779,12779,2024-12-14,A,259
12780,12780,2024-05-08,A,331
12785,12785,2024-10-20,A,195
12786,12786,2024-12-07,A,144
12788,12788,2025-07-15,A,20
12794,12794,2024-07-25,A,198
12796,12796,2024-07-06,A,95
12804,12804,2025-04-25,A,6
12808,12808,2023-06-12,A,81
12810,12810,2025-02-10,A,379
12811,12811,2025-05-17,A,346
12813,12813,2024-11-26,A,38
12815,12815,2024-08-10,A,283
12817,12817,2023-07-31,A,129
12830,12830,2023-04-08,A,299
12839,12839,2023-10-14,A,65
12845,12845,2023-08-30,A,20
12848,12848,2024-09-18,A,121
12851,12851,2024-04-06,A,253
12853,12853,2025-10-09,A,298
12855,12855,2024-02-09,A,70
12857,12857,2024-01-08,A,132
12860,12860,2024-08-01,A,267
12864,12864,2024-08-14,A,75
12873,12873,2023-07-30,A,15
12875,12875,2024-04-27,A,23
12880,12880,2023-05-21,A,367
12881,12881,2025-03-30,A,77
12884,12884,2023-08-25,A,215
12886,12886,2025-03-06,A,269
12888,12888,2023-03-14,A,258
12889,12889,2025-10-14,A,375
12891,12891,2023-08-25,A,157
12893,12893,2024-10-20,A,241
12896,12896,2023-06-14,A,306
12898,12898,2023-11-17,A,263
12902,12902,2024-01-02,A,248
12903,12903,2023-12-14,A,203
12904,12904,2026-02-27,A,10
12906,12906,2026-03-14,A,237
12911,12911,2025-03-27,A,237
12914,12914,2026-01-03,A,316
12918,12918,2025-07-01,A,194
12919,12919,2023-06-29,A,13
12920,12920,2025-06-01,A,33
12924,12924,2024-03-14,A,96
12926,12926,2023-11-02,A,282
12928,12928,2023-08-11,A,276
12937,12937,2025-01-30,A,236
12943,12943,2023-11-11,A,248
12945,12945,2024-09-07,A,331
12947,12947,2024-04-26,A,279
12957,12957,2026-01-22,A,327
12963,12963,2025-11-24,A,117
12964,12964,2023-11-22,A,166
12971,12971,2025-10-20,A,214
12977,12977,2023-08-21,A,197
12982,12982,2025-02-04,A,82
12983,12983,2024-07-27,A,328
12985,12985,2024-04-06,A,265
12987,12987,2024-10-26,A,107
12993,12993,2025-08-29,A,188
12994,12994,2023-08-04,A,103
12999,12999,2023-03-28,A,285
13002,13002,2025-02-27,A,95
13006,13006,2024-05-26,A,384
13008,13008,2025-07-23,A,400
13013,13013,2025-03-11,A,237
13016,13016,2023-10-20,A,171
13018,13018,2024-10-26,A,34
13019,13019,2024-05-05,A,25
13027,13027,2026-01-29,A,39
13030,13030,2023-08-04,A,282
13035,13035,2025-06-04,A,212
13036,13036,2023-04-03,A,130
13043,13043,2024-09-27,A,52
13044,13044,2024-02-29,A,282
13049,13049,2024-12-11,A,399
13056,13056,2025-10-22,A,306
13063,13063,2025-08-06,A,247
13064,13064,2025-04-14,A,302
13066,13066,2024-10-13,A,96
13069,13069,2026-01-27,A,95
13071,13071,2025-04-07,A,30
13073,13073,2024-03-24,A,130
13075,13075,2025-09-29,A,176
13076,13076,2025-01-25,A,264
13077,13077,2024-07-19,A,379
13085,13085,2023-11-14,A,121
13089,13089,2025-03-21,A,289
13091,13091,2024-03-25,A,141
13093,13093,2025-12-13,A,314
13095,13095,2025-10-17,A,251
13099,13099,2025-05-30,A,377
13104,13104,2025-02-01,A,65
13106,13106,2023-08-13,A,158
13111,13111,2024-03-12,A,131
13115,13115,2024-05-06,A,129
13118,13118,2024-11-25,A,92
13119,13119,2023-05-01,A,181
13120,13120,2026-01-06,A,253
13124,13124,2023-05-17,A,138
13130,13130,2024-07-04,A,267
13131,13131,2024-11-02,A,70
13136,13136,2024-02-21,A,126
13137,13137,2025-01-10,A,258
13138,13138,2023-11-24,A,34
13141,13141,2025-05-16,A,385
13144,13144,2023-08-29,A,14
13148,13148,2025-05-25,A,170
13149,13149,2023-08-18,A,264
13150,13150,2023-12-10,A,187
13151,13151,2024-07-28,A,108
13154,13154,2024-10-01,A,247
13161,13161,2023-04-29,A,362
13167,13167,2025-05-08,A,310
13171,13171,2025-04-28,A,84
13185,13185,2025-10-28,A,224
13192,13192,2023-08-28,A,138
13194,13194,2024-12-24,A,69
13198,13198,2025-01-02,A,339
13199,13199,2024-09-10,A,399
13204,13204,2024-02-13,A,206
13206,13206,2024-07-23,A,326
13211,13211,2025-06-09,A,16
13215,13215,2024-07-11,A,305
13216,13216,2024-07-17,A,218
13218,13218,2025-12-11,A,32
13225,13225,2024-01-09,A,82
13226,13226,2023-03-30,A,400
13227,13227,2024-10-26,A,400
13230,13230,2024-10-29,A,158
13234,13234,2024-08-27,A,15
13237,13237,2024-04-08,A,200
13239,13239,2026-03-22,A,8
13246,13246,2023-12-21,A,68
13256,13256,2024-12-08,A,137
13259,13259,2024-04-18,A,229
13262,13262,2023-05-13,A,327
13267,13267,2023-07-12,A,10
13271,13271,2023-08-11,A,36
13272,13272,2025-03-02,A,132
13274,13274,2024-11-11,A,165
13275,13275,2025-05-10,A,340
13285,13285,2024-03-25,A,254
13286,13286,2023-12-08,A,328
13291,13291,2024-11-06,A,350
13296,13296,2023-11-06,A,247
13297,13297,2025-07-13,A,62
13301,13301,2023-11-06,A,379
13305,13305,2024-01-20,A,201
13307,13307,2025-11-16,A,62
13308,13308,2025-10-19,A,143
13309,13309,2025-06-22,A,309
13315,13315,2024-04-21,A,95
13318,13318,2023-08-20,A,23
13322,13322,2024-12-01,A,397
13323,13323,2025-09-25,A,253
13324,13324,2025-03-30,A,217
13326,13326,2023-12-03,A,166
13336,13336,2025-06-22,A,168
13342,13342,2025-07-01,A,202
13346,13346,2024-11-04,A,67
13348,13348,2024-07-03,A,305
13351,13351,2024-04-12,A,210
13354,13354,2024-05-04,A,59
13356,13356,2024-11-11,A,281
13357,13357,2025-11-30,A,336
13358,13358,2025-03-08,A,309
13363,13363,2025-05-01,A,238
13367,13367,2024-12-08,A,370
13375,13375,2023-05-24,A,77
13379,13379,2025-10-16,A,197
13381,13381,2025-07-04,A,111
13384,13384,2025-10-09,A,183
13387,13387,2023-06-14,A,267
13388,13388,2026-01-14,A,360
13392,13392,2025-07-05,A,362
13396,13396,2024-09-18,A,308
13401,13401,2025-09-29,A,322
13402,13402,2024-01-30,A,106
13403,13403,2023-12-06,A,309
13406,13406,2024-05-24,A,95
13407,13407,2023-07-08,A,368
13411,13411,2024-01-09,A,369
13413,13413,2023-12-11,A,225
13421,13421,2024-11-01,A,47
13424,13424,2025-01-16,A,192
13425,13425,2024-02-23,A,375
13428,13428,2025-07-28,A,10
13431,13431,2025-03-06,A,306
13432,13432,2025-12-27,A,37
13434,13434,2025-07-22,A,355
13435,13435,2023-10-24,A,339
13437,13437,2023-04-24,A,197
13439,13439,2025-07-04,A,283
13447,13447,2025-10-21,A,298
13448,13448,2025-01-01,A,344
13453,13453,2025-10-20,A,135
13457,13457,2025-08-12,A,397
13459,13459,2024-02-13,A,227
13465,13465,2023-07-06,A,223
13468,13468,2024-02-19,A,189
13469,13469,2024-02-09,A,255
13474,13474,2026-02-12,A,179
13475,13475,2024-10-07,A,95
13477,13477,2024-07-18,A,321
13479,13479,2023-11-22,A,86
13481,13481,2024-06-23,A,231
13482,13482,2025-04-21,A,254
13483,13483,2023-03-03,A,300
13485,13485,2024-01-05,A,90
13491,13491,2025-06-08,A,170
13496,13496,2025-07-03,A,54
13499,13499,2024-03-10,A,344
13504,13504,2025-12-16,A,10
13508,13508,2023-09-02,A,35
13518,13518,2025-02-12,A,259
13521,13521,2025-06-22,A,76
13522,13522,2025-03-02,A,255
13524,13524,2025-06-04,A,48
