node,type
VIC-641,victim
ACC-05613,suspect
VIC-642,victim
ACC-00778,suspect
VIC-643,victim
VIC-644,victim
ACC-03185,suspect
VIC-645,victim
ACC-01928,suspect
VIC-646,victim
ACC-08523,suspect
VIC-647,victim
ACC-04358,suspect
VIC-648,victim
ACC-03146,suspect
VIC-649,victim
ACC-06400,suspect
VIC-650,victim
ACC-03300,suspect
VIC-651,victim
ACC-03612,suspect
VIC-652,victim
ACC-02247,suspect
VIC-653,victim
ACC-03385,suspect
VIC-654,victim
ACC-08808,suspect
VIC-655,victim
ACC-03575,suspect
VIC-656,victim
VIC-657,victim
ACC-01511,suspect
VIC-658,victim
ACC-08836,suspect
VIC-659,victim
ACC-01949,suspect
VIC-660,victim
VIC-661,victim
ACC-02273,suspect
VIC-662,victim
ACC-08884,suspect
VIC-663,victim
ACC-07231,suspect
VIC-664,victim
ACC-01040,suspect
VIC-665,victim
ACC-00625,suspect
VIC-666,victim
ACC-00627,suspect
VIC-667,victim
VIC-668,victim
ACC-05535,suspect
VIC-669,victim
VIC-670,victim
VIC-671,victim
ACC-05039,suspect
VIC-672,victim
ACC-08336,suspect
VIC-673,victim
ACC-01999,suspect
VIC-674,victim
ACC-05421,suspect
VIC-675,victim
ACC-05562,suspect
VIC-676,victim
ACC-00702,suspect
VIC-677,victim
ACC-02984,suspect
VIC-678,victim
VIC-679,victim
ACC-03119,suspect
VIC-680,victim
ACC-07588,suspect
VIC-681,victim
ACC-00535,suspect
VIC-682,victim
ACC-03249,suspect
VIC-683,victim
ACC-01234,suspect
VIC-684,victim
ACC-06440,suspect
VIC-685,victim
ACC-08154,suspect
VIC-686,victim
ACC-08010,suspect
VIC-687,victim
ACC-00662,suspect
VIC-688,victim
ACC-03196,suspect
VIC-689,victim
ACC-06808,suspect
VIC-690,victim
ACC-02287,suspect
VIC-691,victim
ACC-04074,suspect
VIC-692,victim
ACC-01476,suspect
VIC-693,victim
ACC-01081,suspect
VIC-694,victim
ACC-05351,suspect
VIC-695,victim
ACC-08107,suspect
VIC-696,victim
ACC-00124,suspect
VIC-697,victim
ACC-05702,suspect
VIC-698,victim
ACC-08424,suspect
VIC-699,victim
ACC-02426,suspect
VIC-700,victim
ACC-05441,suspect
VIC-701,victim
ACC-08711,suspect
VIC-702,victim
ACC-07167,suspect
VIC-703,victim
ACC-00408,suspect
VIC-704,victim
ACC-04416,suspect
VIC-705,victim
ACC-06471,suspect
VIC-706,victim
ACC-00804,suspect
VIC-707,victim
ACC-07058,suspect
VIC-708,victim
ACC-04251,suspect
VIC-709,victim
VIC-710,victim
ACC-07214,suspect
VIC-711,victim
ACC-06230,suspect
VIC-712,victim
ACC-00819,suspect
VIC-713,victim
ACC-04654,suspect
VIC-714,victim
ACC-04073,suspect
VIC-715,victim
ACC-06662,suspect
VIC-716,victim
ACC-08637,suspect
VIC-717,victim
ACC-06678,suspect
VIC-718,victim
ACC-04295,suspect
VIC-719,victim
VIC-720,victim
ACC-06169,suspect
VIC-721,victim
ACC-08674,suspect
VIC-722,victim
ACC-08811,suspect
VIC-723,victim
ACC-04894,suspect
VIC-724,victim
ACC-05091,suspect
VIC-725,victim
ACC-02143,suspect
VIC-726,victim
ACC-02966,suspect
VIC-727,victim
ACC-08247,suspect
VIC-728,victim
ACC-00223,suspect
VIC-729,victim
ACC-07843,suspect
VIC-730,victim
ACC-04148,suspect
VIC-731,victim
ACC-02281,suspect
VIC-732,victim
ACC-00503,suspect
VIC-733,victim
ACC-03184,suspect
VIC-734,victim
VIC-735,victim
ACC-01080,suspect
VIC-736,victim
ACC-06972,suspect
VIC-737,victim
ACC-08854,suspect
VIC-738,victim
ACC-08191,suspect
VIC-739,victim
ACC-00034,suspect
VIC-740,victim
VIC-741,victim
ACC-05183,suspect
VIC-742,victim
ACC-05429,suspect
VIC-743,victim
ACC-00025,suspect
VIC-744,victim
ACC-06639,suspect
VIC-745,victim
ACC-07430,suspect
VIC-746,victim
ACC-04959,suspect
VIC-747,victim
ACC-02260,suspect
VIC-748,victim
ACC-01219,suspect
VIC-749,victim
ACC-08286,suspect
VIC-750,victim
ACC-00865,suspect
VIC-751,victim
ACC-04289,suspect
VIC-752,victim
VIC-753,victim
ACC-02752,suspect
VIC-754,victim
ACC-05361,suspect
VIC-755,victim
ACC-07768,suspect
VIC-756,victim
ACC-05897,suspect
VIC-757,victim
ACC-04118,suspect
VIC-758,victim
ACC-00821,suspect
VIC-759,victim
VIC-760,victim
ACC-04832,suspect
VIC-761,victim
VIC-762,victim
ACC-05685,suspect
VIC-763,victim
VIC-764,victim
ACC-08298,suspect
VIC-765,victim
ACC-05578,suspect
VIC-766,victim
VIC-767,victim
ACC-00336,suspect
VIC-768,victim
VIC-769,victim
ACC-00760,suspect
VIC-770,victim
ACC-00106,suspect
VIC-771,victim
ACC-02935,suspect
VIC-772,victim
ACC-01163,suspect
VIC-773,victim
ACC-07106,suspect
VIC-774,victim
ACC-05565,suspect
VIC-775,victim
ACC-01572,suspect
VIC-776,victim
ACC-04567,suspect
VIC-777,victim
ACC-03405,suspect
VIC-778,victim
ACC-06847,suspect
VIC-779,victim
VIC-780,victim
ACC-04067,suspect
VIC-781,victim
ACC-06011,suspect
VIC-782,victim
ACC-00990,suspect
VIC-783,victim
ACC-06175,suspect
VIC-784,victim
ACC-02478,suspect
VIC-785,victim
ACC-03293,suspect
VIC-786,victim
ACC-03946,suspect
VIC-787,victim
ACC-04395,suspect
VIC-788,victim
ACC-01041,suspect
VIC-789,victim
ACC-03037,suspect
VIC-790,victim
ACC-01944,suspect
VIC-791,victim
ACC-00914,suspect
VIC-792,victim
ACC-07317,suspect
VIC-793,victim
VIC-794,victim
ACC-03194,suspect
VIC-795,victim
ACC-08109,suspect
VIC-796,victim
ACC-08668,suspect
VIC-797,victim
ACC-07940,suspect
VIC-798,victim
ACC-07760,suspect
VIC-799,victim
ACC-07193,suspect
VIC-800,victim
ACC-02996,suspect
VIC-801,victim
ACC-02502,suspect
VIC-802,victim
VIC-803,victim
ACC-03871,suspect
VIC-804,victim
VIC-805,victim
ACC-07014,suspect
VIC-806,victim
ACC-07386,suspect
VIC-807,victim
ACC-01655,suspect
VIC-808,victim
ACC-02702,suspect
VIC-809,victim
ACC-07784,suspect
VIC-810,victim
ACC-05486,suspect
VIC-811,victim
ACC-00818,suspect
VIC-812,victim
ACC-00553,suspect
VIC-813,victim
VIC-814,victim
ACC-07580,suspect
VIC-815,victim
VIC-816,victim
VIC-817,victim
VIC-818,victim
ACC-08496,suspect
VIC-819,victim
ACC-03660,suspect
VIC-820,victim
ACC-06416,suspect
VIC-821,victim
ACC-08880,suspect
VIC-822,victim
ACC-01765,suspect
VIC-823,victim
ACC-01469,suspect
VIC-824,victim
ACC-02676,suspect
VIC-825,victim
ACC-03830,suspect
VIC-826,victim
ACC-02012,suspect
VIC-827,victim
VIC-828,victim
ACC-04503,suspect
VIC-829,victim
ACC-04267,suspect
VIC-830,victim
ACC-05188,suspect
VIC-831,victim
ACC-01633,suspect
VIC-832,victim
ACC-00590,suspect
VIC-833,victim
ACC-06353,suspect
VIC-834,victim
ACC-00024,suspect
VIC-835,victim
ACC-00340,suspect
VIC-836,victim
ACC-04391,suspect
VIC-837,victim
ACC-08791,suspect
VIC-838,victim
ACC-04003,suspect
VIC-839,victim
ACC-07982,suspect
VIC-840,victim
VIC-841,victim
ACC-00567,suspect
VIC-842,victim
ACC-06352,suspect
VIC-843,victim
ACC-02933,suspect
VIC-844,victim
ACC-05856,suspect
VIC-845,victim
ACC-05185,suspect
VIC-846,victim
ACC-02651,suspect
VIC-847,victim
ACC-08218,suspect
VIC-848,victim
ACC-07452,suspect
VIC-849,victim
ACC-00802,suspect
VIC-850,victim
ACC-07303,suspect
VIC-851,victim
ACC-06864,suspect
VIC-852,victim
ACC-02798,suspect
VIC-853,victim
VIC-854,victim
ACC-08159,suspect
VIC-855,victim
VIC-856,victim
ACC-02286,suspect
VIC-857,victim
ACC-00674,suspect
VIC-858,victim
ACC-08655,suspect
VIC-859,victim
ACC-00848,suspect
VIC-860,victim
ACC-04843,suspect
VIC-861,victim
ACC-02065,suspect
VIC-862,victim
ACC-00481,suspect
VIC-863,victim
ACC-00100,suspect
VIC-864,victim
ACC-01113,suspect
VIC-865,victim
VIC-866,victim
ACC-01376,suspect
VIC-867,victim
ACC-05842,suspect
VIC-868,victim
ACC-05362,suspect
VIC-869,victim
ACC-00613,suspect
VIC-870,victim
ACC-05135,suspect
VIC-871,victim
ACC-07837,suspect
VIC-872,victim
ACC-07045,suspect
VIC-873,victim
ACC-01392,suspect
VIC-874,victim
ACC-05710,suspect
VIC-875,victim
ACC-07403,suspect
VIC-876,victim
ACC-01717,suspect
VIC-877,victim
ACC-00371,suspect
VIC-878,victim
ACC-03621,suspect
VIC-879,victim
ACC-00660,suspect
VIC-880,victim
ACC-00999,suspect
VIC-881,victim
ACC-03424,suspect
VIC-882,victim
ACC-06153,suspect
VIC-883,victim
ACC-07486,suspect
VIC-884,victim
VIC-885,victim
ACC-03506,suspect
VIC-886,victim
ACC-06588,suspect
VIC-887,victim
ACC-07433,suspect
VIC-888,victim
ACC-01065,suspect
VIC-889,victim
ACC-01846,suspect
VIC-890,victim
ACC-00570,suspect
VIC-891,victim
ACC-01233,suspect
VIC-892,victim
ACC-02187,suspect
VIC-893,victim
ACC-05081,suspect
VIC-894,victim
ACC-00652,suspect
VIC-895,victim
ACC-07560,suspect
VIC-896,victim
ACC-08120,suspect
VIC-897,victim
ACC-05882,suspect
VIC-898,victim
ACC-02325,suspect
VIC-899,victim
VIC-900,victim
ACC-08798,suspect
VIC-901,victim
ACC-02079,suspect
VIC-902,victim
ACC-01794,suspect
VIC-903,victim
VIC-904,victim
ACC-02755,suspect
VIC-905,victim
ACC-06607,suspect
VIC-906,victim
ACC-07483,suspect
VIC-907,victim
ACC-00830,suspect
VIC-908,victim
ACC-01395,suspect
VIC-909,victim
ACC-06735,suspect
VIC-910,victim
ACC-00262,suspect
VIC-911,victim
ACC-08140,suspect
VIC-912,victim
ACC-02285,suspect
VIC-913,victim
VIC-914,victim
ACC-00478,suspect
VIC-915,victim
VIC-916,victim
ACC-03358,suspect
VIC-917,victim
ACC-03002,suspect
VIC-918,victim
ACC-07241,suspect
VIC-919,victim
ACC-02385,suspect
VIC-920,victim
ACC-05837,suspect
VIC-921,victim
ACC-07029,suspect
VIC-922,victim
ACC-00716,suspect
VIC-923,victim
ACC-03927,suspect
VIC-924,victim
ACC-07032,suspect
VIC-925,victim
ACC-06356,suspect
VIC-926,victim
ACC-01973,suspect
VIC-927,victim
ACC-00921,suspect
VIC-928,victim
ACC-08034,suspect
VIC-929,victim
ACC-04208,suspect
VIC-930,victim
ACC-04252,suspect
VIC-931,victim
ACC-06363,suspect
VIC-932,victim
ACC-04797,suspect
VIC-933,victim
ACC-06359,suspect
VIC-934,victim
ACC-06954,suspect
VIC-935,victim
ACC-08155,suspect
VIC-936,victim
ACC-06927,suspect
VIC-937,victim
ACC-03766,suspect
VIC-938,victim
VIC-939,victim
ACC-00975,suspect
VIC-940,victim
ACC-08256,suspect
VIC-941,victim
ACC-02372,suspect
VIC-942,victim
ACC-05554,suspect
VIC-943,victim
ACC-03379,suspect
VIC-944,victim
VIC-945,victim
ACC-02952,suspect
VIC-946,victim
ACC-00316,suspect
VIC-947,victim
ACC-04581,suspect
VIC-948,victim
ACC-05326,suspect
VIC-949,victim
ACC-01931,suspect
VIC-950,victim
ACC-04338,suspect
VIC-951,victim
ACC-01692,suspect
VIC-952,victim
ACC-02840,suspect
VIC-953,victim
ACC-00972,suspect
VIC-954,victim
ACC-02657,suspect
VIC-955,victim
ACC-01482,suspect
VIC-956,victim
ACC-01074,suspect
VIC-957,victim
ACC-06566,suspect
VIC-958,victim
ACC-03744,suspect
VIC-959,victim
ACC-05206,suspect
VIC-960,victim
ACC-04117,suspect
VIC-961,victim
ACC-01391,suspect
VIC-962,victim
ACC-04748,suspect
VIC-963,victim
ACC-04360,suspect
VIC-964,victim
ACC-06647,suspect
VIC-965,victim
ACC-04481,suspect
VIC-966,victim
ACC-00862,suspect
VIC-967,victim
ACC-04024,suspect
VIC-968,victim
ACC-00610,suspect
VIC-969,victim
ACC-00483,suspect
VIC-970,victim
ACC-03584,suspect
VIC-971,victim
ACC-07600,suspect
VIC-972,victim
VIC-973,victim
ACC-04401,suspect
VIC-974,victim
ACC-00679,suspect
VIC-975,victim
ACC-04389,suspect
VIC-976,victim
ACC-06726,suspect
VIC-977,victim
ACC-02152,suspect
VIC-978,victim
ACC-07788,suspect
VIC-979,victim
ACC-00598,suspect
VIC-980,victim
ACC-02222,suspect
VIC-981,victim
ACC-02771,suspect
VIC-982,victim
VIC-983,victim
ACC-02905,suspect
VIC-984,victim
VIC-985,victim
ACC-01427,suspect
VIC-986,victim
VIC-987,victim
ACC-08827,suspect
VIC-988,victim
ACC-02907,suspect
VIC-989,victim
ACC-04888,suspect
VIC-990,victim
ACC-04849,suspect
VIC-991,victim
VIC-992,victim
ACC-02870,suspect
VIC-993,victim
ACC-04837,suspect
VIC-994,victim
ACC-06636,suspect
VIC-995,victim
ACC-01195,suspect
VIC-996,victim
VIC-997,victim
ACC-01207,suspect
VIC-998,victim
ACC-06687,suspect
VIC-999,victim
ACC-06097,suspect
VIC-1000,victim
VIC-1001,victim
ACC-01158,suspect
VIC-1002,victim
ACC-02218,suspect
VIC-1003,victim
ACC-06564,suspect
VIC-1004,victim
ACC-06701,suspect
VIC-1005,victim
ACC-01588,suspect
VIC-1006,victim
ACC-08448,suspect
VIC-1007,victim
ACC-02108,suspect
VIC-1008,victim
ACC-05500,suspect
VIC-1009,victim
ACC-05641,suspect
VIC-1010,victim
ACC-00044,suspect
VIC-1011,victim
ACC-08841,suspect
VIC-1012,victim
ACC-05536,suspect
VIC-1013,victim
ACC-00338,suspect
VIC-1014,victim
ACC-04622,suspect
VIC-1015,victim
ACC-03948,suspect
VIC-1016,victim
ACC-00929,suspect
VIC-1017,victim
ACC-07961,suspect
VIC-1018,victim
ACC-02125,suspect
VIC-1019,victim
ACC-00137,suspect
VIC-1020,victim
ACC-02161,suspect
VIC-1021,victim
ACC-06033,suspect
VIC-1022,victim
ACC-02037,suspect
VIC-1023,victim
ACC-06078,suspect
VIC-1024,victim
ACC-08450,suspect
VIC-1025,victim
VIC-1026,victim
ACC-05986,suspect
VIC-1027,victim
VIC-1028,victim
ACC-00113,suspect
VIC-1029,victim
ACC-03963,suspect
VIC-1030,victim
ACC-02684,suspect
VIC-1031,victim
ACC-02305,suspect
VIC-1032,victim
ACC-03480,suspect
VIC-1033,victim
ACC-00943,suspect
VIC-1034,victim
ACC-07086,suspect
VIC-1035,victim
ACC-06583,suspect
VIC-1036,victim
ACC-02216,suspect
VIC-1037,victim
ACC-00039,suspect
VIC-1038,victim
ACC-03422,suspect
VIC-1039,victim
ACC-00232,suspect
VIC-1040,victim
VIC-1041,victim
ACC-03163,suspect
VIC-1042,victim
ACC-02109,suspect
VIC-1043,victim
ACC-08789,suspect
VIC-1044,victim
VIC-1045,victim
ACC-05415,suspect
VIC-1046,victim
ACC-07313,suspect
VIC-1047,victim
ACC-08393,suspect
VIC-1048,victim
ACC-04016,suspect
VIC-1049,victim
ACC-05224,suspect
VIC-1050,victim
ACC-02504,suspect
VIC-1051,victim
ACC-08163,suspect
VIC-1052,victim
ACC-02292,suspect
VIC-1053,victim
ACC-05985,suspect
VIC-1054,victim
ACC-04529,suspect
VIC-1055,victim
ACC-04792,suspect
VIC-1056,victim
ACC-08202,suspect
VIC-1057,victim
VIC-1058,victim
ACC-01010,suspect
VIC-1059,victim
VIC-1060,victim
ACC-08384,suspect
VIC-1061,victim
ACC-05467,suspect
VIC-1062,victim
ACC-03595,suspect
VIC-1063,victim
ACC-08372,suspect
VIC-1064,victim
ACC-00439,suspect
VIC-1065,victim
ACC-08341,suspect
VIC-1066,victim
ACC-03875,suspect
VIC-1067,victim
ACC-04782,suspect
VIC-1068,victim
ACC-05817,suspect
VIC-1069,victim
ACC-04985,suspect
VIC-1070,victim
VIC-1071,victim
VIC-1072,victim
ACC-00959,suspect
VIC-1073,victim
ACC-06959,suspect
VIC-1074,victim
ACC-06780,suspect
VIC-1075,victim
ACC-08916,suspect
VIC-1076,victim
ACC-04987,suspect
VIC-1077,victim
ACC-02295,suspect
VIC-1078,victim
VIC-1079,victim
ACC-04441,suspect
VIC-1080,victim
VIC-1081,victim
ACC-05425,suspect
VIC-1082,victim
ACC-03063,suspect
VIC-1083,victim
ACC-01702,suspect
VIC-1084,victim
ACC-07009,suspect
VIC-1085,victim
ACC-04778,suspect
VIC-1086,victim
ACC-02321,suspect
VIC-1087,victim
ACC-02291,suspect
VIC-1088,victim
ACC-01912,suspect
VIC-1089,victim
ACC-08388,suspect
VIC-1090,victim
ACC-07731,suspect
VIC-1091,victim
ACC-08368,suspect
VIC-1092,victim
ACC-05538,suspect
VIC-1093,victim
VIC-1094,victim
VIC-1095,victim
ACC-07567,suspect
VIC-1096,victim
VIC-1097,victim
ACC-02694,suspect
VIC-1098,victim
ACC-01309,suspect
VIC-1099,victim
ACC-07428,suspect
VIC-1100,victim
VIC-1101,victim
ACC-00752,suspect
VIC-1102,victim
ACC-01185,suspect
VIC-1103,victim
ACC-07460,suspect
VIC-1104,victim
ACC-08804,suspect
VIC-1105,victim
ACC-07939,suspect
VIC-1106,victim
ACC-02876,suspect
VIC-1107,victim
ACC-06418,suspect
VIC-1108,victim
ACC-01229,suspect
VIC-1109,victim
ACC-00501,suspect
VIC-1110,victim
ACC-06622,suspect
VIC-1111,victim
ACC-06897,suspect
VIC-1112,victim
VIC-1113,victim
ACC-02548,suspect
VIC-1114,victim
ACC-05151,suspect
VIC-1115,victim
VIC-1116,victim
ACC-08364,suspect
VIC-1117,victim
ACC-03724,suspect
VIC-1118,victim
ACC-05643,suspect
VIC-1119,victim
ACC-02510,suspect
VIC-1120,victim
ACC-03648,suspect
VIC-1121,victim
ACC-06517,suspect
VIC-1122,victim
ACC-07444,suspect
VIC-1123,victim
ACC-06206,suspect
VIC-1124,victim
ACC-03708,suspect
VIC-1125,victim
ACC-08873,suspect
VIC-1126,victim
ACC-03529,suspect
VIC-1127,victim
ACC-03467,suspect
VIC-1128,victim
ACC-01048,suspect
VIC-1129,victim
VIC-1130,victim
ACC-05779,suspect
VIC-1131,victim
VIC-1132,victim
ACC-06402,suspect
VIC-1133,victim
ACC-02544,suspect
VIC-1134,victim
ACC-04646,suspect
VIC-1135,victim
ACC-06225,suspect
VIC-1136,victim
ACC-00496,suspect
VIC-1137,victim
ACC-05659,suspect
VIC-1138,victim
ACC-04718,suspect
VIC-1139,victim
ACC-00888,suspect
VIC-1140,victim
VIC-1141,victim
ACC-04772,suspect
VIC-1142,victim
ACC-04419,suspect
VIC-1143,victim
ACC-05651,suspect
VIC-1144,victim
ACC-08851,suspect
VIC-1145,victim
ACC-06069,suspect
VIC-1146,victim
ACC-08693,suspect
VIC-1147,victim
ACC-03499,suspect
VIC-1148,victim
ACC-07329,suspect
VIC-1149,victim
ACC-06951,suspect
VIC-1150,victim
ACC-08786,suspect
VIC-1151,victim
ACC-02608,suspect
VIC-1152,victim
ACC-03408,suspect
VIC-1153,victim
ACC-01140,suspect
VIC-1154,victim
ACC-00125,suspect
VIC-1155,victim
VIC-1156,victim
ACC-00849,suspect
VIC-1157,victim
ACC-06663,suspect
VIC-1158,victim
ACC-06223,suspect
VIC-1159,victim
ACC-03985,suspect
VIC-1160,victim
VIC-1161,victim
ACC-08198,suspect
VIC-1162,victim
ACC-06346,suspect
VIC-1163,victim
ACC-08826,suspect
VIC-1164,victim
ACC-00394,suspect
VIC-1165,victim
ACC-03289,suspect
VIC-1166,victim
VIC-1167,victim
ACC-03972,suspect
VIC-1168,victim
ACC-03609,suspect
VIC-1169,victim
VIC-1170,victim
ACC-01610,suspect
VIC-1171,victim
ACC-06578,suspect
VIC-1172,victim
ACC-03962,suspect
VIC-1173,victim
ACC-03079,suspect
VIC-1174,victim
ACC-02278,suspect
VIC-1175,victim
ACC-00071,suspect
VIC-1176,victim
ACC-00295,suspect
VIC-1177,victim
ACC-05646,suspect
VIC-1178,victim
VIC-1179,victim
ACC-01507,suspect
VIC-1180,victim
ACC-04147,suspect
VIC-1181,victim
ACC-05786,suspect
VIC-1182,victim
ACC-04763,suspect
VIC-1183,victim
ACC-05006,suspect
VIC-1184,victim
ACC-07658,suspect
VIC-1185,victim
ACC-00079,suspect
VIC-1186,victim
ACC-08052,suspect
VIC-1187,victim
VIC-1188,victim
ACC-01314,suspect
VIC-1189,victim
ACC-05122,suspect
VIC-1190,victim
ACC-07792,suspect
VIC-1191,victim
ACC-03834,suspect
VIC-1192,victim
ACC-02048,suspect
VIC-1193,victim
ACC-03969,suspect
VIC-1194,victim
ACC-01047,suspect
VIC-1195,victim
ACC-07926,suspect
VIC-1196,victim
ACC-03500,suspect
VIC-1197,victim
ACC-07544,suspect
VIC-1198,victim
ACC-03580,suspect
VIC-1199,victim
ACC-02137,suspect
VIC-1200,victim
ACC-02165,suspect
VIC-1201,victim
ACC-08960,suspect
VIC-1202,victim
ACC-07846,suspect
VIC-1203,victim
ACC-00144,suspect
VIC-1204,victim
VIC-1205,victim
ACC-08208,suspect
VIC-1206,victim
ACC-06099,suspect
VIC-1207,victim
ACC-02882,suspect
VIC-1208,victim
ACC-03715,suspect
VIC-1209,victim
ACC-01559,suspect
VIC-1210,victim
ACC-06280,suspect
VIC-1211,victim
ACC-03155,suspect
VIC-1212,victim
ACC-02208,suspect
VIC-1213,victim
VIC-1214,victim
ACC-06990,suspect
VIC-1215,victim
ACC-02813,suspect
VIC-1216,victim
ACC-00922,suspect
VIC-1217,victim
ACC-04562,suspect
VIC-1218,victim
ACC-01741,suspect
VIC-1219,victim
ACC-05143,suspect
VIC-1220,victim
ACC-00526,suspect
VIC-1221,victim
ACC-07419,suspect
VIC-1222,victim
VIC-1223,victim
ACC-01636,suspect
VIC-1224,victim
ACC-05040,suspect
VIC-1225,victim
ACC-05759,suspect
VIC-1226,victim
ACC-01246,suspect
VIC-1227,victim
ACC-06252,suspect
VIC-1228,victim
ACC-08876,suspect
VIC-1229,victim
VIC-1230,victim
ACC-02879,suspect
VIC-1231,victim
ACC-08569,suspect
VIC-1232,victim
VIC-1233,victim
ACC-08829,suspect
VIC-1234,victim
ACC-02396,suspect
VIC-1235,victim
ACC-06438,suspect
VIC-1236,victim
ACC-05368,suspect
VIC-1237,victim
ACC-07121,suspect
VIC-1238,victim
ACC-04929,suspect
VIC-1239,victim
ACC-02623,suspect
VIC-1240,victim
ACC-06798,suspect
VIC-1241,victim
ACC-06074,suspect
VIC-1242,victim
VIC-1243,victim
ACC-07309,suspect
VIC-1244,victim
ACC-07864,suspect
VIC-1245,victim
ACC-00762,suspect
VIC-1246,victim
ACC-06924,suspect
VIC-1247,victim
ACC-05533,suspect
VIC-1248,victim
ACC-01253,suspect
VIC-1249,victim
ACC-02412,suspect
VIC-1250,victim
ACC-04682,suspect
VIC-1251,victim
ACC-07390,suspect
VIC-1252,victim
ACC-03657,suspect
VIC-1253,victim
VIC-1254,victim
ACC-05974,suspect
VIC-1255,victim
ACC-05655,suspect
VIC-1256,victim
ACC-02835,suspect
VIC-1257,victim
ACC-05631,suspect
VIC-1258,victim
VIC-1259,victim
ACC-04372,suspect
VIC-1260,victim
ACC-02622,suspect
VIC-1261,victim
ACC-00499,suspect
VIC-1262,victim
VIC-1263,victim
ACC-00732,suspect
VIC-1264,victim
ACC-06856,suspect
VIC-1265,victim
ACC-06424,suspect
VIC-1266,victim
ACC-03893,suspect
VIC-1267,victim
ACC-04539,suspect
VIC-1268,victim
ACC-02760,suspect
VIC-1269,victim
ACC-06698,suspect
VIC-1270,victim
ACC-05435,suspect
VIC-1271,victim
ACC-04882,suspect
VIC-1272,victim
ACC-03785,suspect
VIC-1273,victim
ACC-06320,suspect
VIC-1274,victim
ACC-01178,suspect
VIC-1275,victim
VIC-1276,victim
VIC-1277,victim
ACC-01179,suspect
VIC-1278,victim
ACC-00258,suspect
VIC-1279,victim
ACC-04897,suspect
VIC-1280,victim
ACC-00321,suspect
VIC-1281,victim
ACC-04374,suspect
VIC-1282,victim
ACC-00138,suspect
VIC-1283,victim
ACC-05230,suspect
VIC-1284,victim
ACC-02862,suspect
VIC-1285,victim
ACC-08348,suspect
VIC-1286,victim
ACC-05517,suspect
VIC-1287,victim
ACC-02368,suspect
VIC-1288,victim
ACC-04300,suspect
VIC-1289,victim
ACC-01573,suspect
VIC-1290,victim
ACC-03974,suspect
VIC-1291,victim
ACC-08009,suspect
VIC-1292,victim
ACC-06950,suspect
VIC-1293,victim
ACC-03776,suspect
VIC-1294,victim
ACC-03686,suspect
VIC-1295,victim
ACC-02512,suspect
VIC-1296,victim
ACC-01698,suspect
VIC-1297,victim
ACC-05015,suspect
VIC-1298,victim
VIC-1299,victim
ACC-03545,suspect
VIC-1300,victim
ACC-01596,suspect
VIC-1301,victim
ACC-08904,suspect
VIC-1302,victim
ACC-06625,suspect
VIC-1303,victim
ACC-04205,suspect
VIC-1304,victim
ACC-07971,suspect
VIC-1305,victim
ACC-02329,suspect
VIC-1306,victim
VIC-1307,victim
ACC-04883,suspect
VIC-1308,victim
VIC-1309,victim
ACC-00195,suspect
VIC-1310,victim
ACC-07529,suspect
VIC-1311,victim
ACC-06614,suspect
VIC-1312,victim
ACC-06884,suspect
VIC-1313,victim
ACC-03558,suspect
VIC-1314,victim
VIC-1315,victim
VIC-1316,victim
ACC-06229,suspect
VIC-1317,victim
ACC-07474,suspect
VIC-1318,victim
ACC-03022,suspect
VIC-1319,victim
ACC-02686,suspect
VIC-1320,victim
ACC-04236,suspect
VIC-1321,victim
ACC-05630,suspect
VIC-1322,victim
ACC-04193,suspect
VIC-1323,victim
VIC-1324,victim
VIC-1325,victim
ACC-01853,suspect
VIC-1326,victim
ACC-02458,suspect
VIC-1327,victim
ACC-01116,suspect
VIC-1328,victim
ACC-05370,suspect
VIC-1329,victim
ACC-04253,suspect
VIC-1330,victim
ACC-08019,suspect
VIC-1331,victim
ACC-03716,suspect
VIC-1332,victim
VIC-1333,victim
ACC-01306,suspect
VIC-1334,victim
ACC-05008,suspect
VIC-1335,victim
